fen,move
5rk1/pp1nq2p/4p1p1/3pPR2/3P4/1PP4R/2QN2PP/6K1 b - - 0 21,Rxf5
6k1/pp1nq2p/4p1p1/3pPr2/3P2P1/1PP4R/2QN3P/6K1 b - - 0 22,Rf7
6k1/pp1nqr1p/4p1p1/3pP3/3P2P1/1PP2N1R/2Q4P/6K1 b - - 2 23,Qa3
6k1/pp1n1r1p/4p1p1/3pP3/3P2P1/qPP2N1R/2Q3KP/8 b - - 4 24,Nf8
5nk1/pp3r1p/4p1p1/3pP1N1/3P2P1/qPP4R/2Q3KP/8 b - - 6 25,Rg7
5nk1/pp4rp/4p1pR/3pP1N1/3P2P1/qPP5/2Q3KP/8 b - - 8 26,Qe7
5nk1/pp2q1rp/4p1pR/3pP1N1/3P2PP/1PP5/2Q3K1/8 b - - 0 27,a6
5nk1/1p2q1rp/p3p1pR/3pP1N1/2PP2PP/1P6/2Q3K1/8 b - - 0 28,dxc4
5nk1/1p2q1rp/p3p1pR/4P1N1/2QP2PP/1P6/6K1/8 b - - 0 29,b5
5nk1/4q1rp/p3p1pR/1p2P1N1/3P2PP/1P1Q4/6K1/8 b - - 1 30,Qb4
5nk1/6rp/p3p1pR/1p2P1N1/1q1P2PP/1P1Q2K1/8/8 b - - 3 31,a5
5nk1/6rp/4p1pR/pp2P1NP/1q1P2P1/1P1Q2K1/8/8 b - - 0 32,a4
5nk1/6rp/4p1PR/1p2P1N1/pq1P2P1/1P1Q2K1/8/8 b - - 0 33,Qxb3
5nk1/6rp/4p1PR/1p2P1N1/p2P2P1/1Q4K1/8/8 b - - 0 34,axb3
5nk1/6rP/4p2R/1p2P1N1/3P2P1/1p4K1/8/8 b - - 0 35,Rxh7
5nk1/7R/4p3/1p2P1N1/3P2P1/1p4K1/8/8 b - - 0 36,Nxh7
6k1/7n/4N3/1p2P3/3P2P1/1p4K1/8/8 b - - 0 37,b2
6k1/7n/8/1pN1P3/3P2P1/6K1/1p6/8 b - - 1 38,b1=Q
6k1/7n/4P3/1pN5/3P2P1/6K1/8/1q6 b - - 0 39,Qd3+
6k1/7n/4P3/1p6/3P2P1/3N2K1/8/8 b - - 0 40,Kf8
5k2/7n/4P3/1p2N3/3P2P1/6K1/8/8 b - - 2 41,Ke7
8/4k2n/4P3/1p1PN3/6P1/6K1/8/8 b - - 0 42,Nf6
8/4k3/4Pn2/1p1PN3/5KP1/8/8/8 b - - 2 43,Nxd5+
8/4k3/4P3/1p1nNK2/6P1/8/8/8 b - - 1 44,Nf6
8/4k3/4Pn2/1p2NKP1/8/8/8/8 b - - 0 45,b4
8/4k3/4PP2/4NK2/1p6/8/8/8 b - - 0 46,Kf8
5k2/4P3/5P2/4NK2/1p6/8/8/8 b - - 0 47,Ke8
4k3/4P3/4KP2/4N3/1p6/8/8/8 b - - 2 48,b3
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4
rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,e5
rnbqkb1r/pppppppp/8/4P3/4n3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 3,d3
rnbqkb1r/pppppppp/8/4P3/8/3P4/PPP2nPP/RNBQKBNR w KQkq - 0 4,Kxf2
rnbqkb1r/ppp1pppp/8/3pP3/8/3P4/PPP2KPP/RNBQ1BNR w kq d6 0 5,exd6
r1bqkb1r/ppp1pppp/2nP4/8/8/3P4/PPP2KPP/RNBQ1BNR w kq - 1 6,dxc7
r1b1kb1r/ppq1pppp/2n5/8/8/3P4/PPP2KPP/RNBQ1BNR w kq - 0 7,Nf3
r3kb1r/ppq1pppp/2n5/8/6b1/3P1N2/PPP2KPP/RNBQ1B1R w kq - 2 8,Be2
2kr1b1r/ppq1pppp/2n5/8/6b1/3P1N2/PPP1BKPP/RNBQ3R w - - 4 9,Re1
2kr1b1r/ppq1ppp1/2n5/7p/6b1/3P1N2/PPP1BKPP/RNBQR3 w - - 0 10,Ng1
2kr1b1r/ppq2pp1/2n1p3/7p/6b1/3P4/PPP1BKPP/RNBQR1N1 w - - 0 11,Bxg4
2kr1b1r/ppq2pp1/2n1p3/8/6p1/3P4/PPP2KPP/RNBQR1N1 w - - 0 12,Qxg4
2kr3r/ppq2pp1/2nbp3/8/6Q1/3P4/PPP2KPP/RNB1R1N1 w - - 1 13,Qxg7
2k3rr/ppq2pQ1/2nbp3/8/8/3P4/PPP2KPP/RNB1R1N1 w - - 1 14,Qxf7
2k2r1r/ppq2Q2/2nbp3/8/8/3P4/PPP2KPP/RNB1R1N1 w - - 1 15,Qxf8+
2k2r2/ppq5/2nbp3/8/8/3P4/PPP2KPP/RNB1R1N1 w - - 0 16,Nf3
2k2r2/ppq5/3bp3/8/3n4/3P1N2/PPP2KPP/RNB1R3 w - - 2 17,Nd2
2k2r2/ppq5/3bp3/8/8/3P1n2/PPPN1KPP/R1B1R3 w - - 0 18,Nxf3
2k2r2/ppq5/4p3/2b5/8/3P1N2/PPP2KPP/R1B1R3 w - - 1 19,Be3
2k2r2/ppq5/4p3/8/8/3PbN2/PPP2KPP/R3R3 w - - 0 20,Rxe3
2k2r2/pp6/4p3/8/8/3PRN2/PPP2KPq/R7 w - - 0 21,Rae1
2k2r2/pp6/4p3/8/7q/3PRN2/PPP2KP1/4R3 w - - 2 22,g3
2k2r2/pp6/4p3/8/8/3PRNP1/PPP2K1q/4R3 w - - 1 23,Kf1
2k2r2/pp6/4p3/8/8/3PRNP1/PPq5/4RK2 w - - 0 24,Rxe6
2k2r2/pp6/4R3/8/8/3q1NP1/PP6/4RK2 w - - 0 25,R6e2
2k2r2/pp6/8/8/8/5qP1/PP2R3/4RK2 w - - 0 26,Rf2
rnbqkbnr/pppppppp/8/8/8/3P4/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d5
rnbqkbnr/ppp1pppp/8/3p4/8/3PP3/PPP2PPP/RNBQKBNR b KQkq - 0 2,Nc6
r1bqkbnr/ppp1pppp/2n5/3p4/8/3PP3/PPPB1PPP/RN1QKBNR b KQkq - 2 3,g6
r1bqkbnr/ppp1pp1p/2n3p1/3p4/8/2NPP3/PPPB1PPP/R2QKBNR b KQkq - 1 4,Bg7
r1bqk1nr/ppp1ppbp/2n3p1/3p4/8/2NPP3/PPPBQPPP/R3KBNR b KQkq - 3 5,Nf6
r1bqk2r/ppp1ppbp/2n2np1/3p4/8/2NPP3/PPPBQPPP/2KR1BNR b kq - 5 6,O-O
r1bq1rk1/ppp1ppbp/2n2np1/3p4/7P/2NPP3/PPPBQPP1/2KR1BNR b - - 0 7,a5
r1bq1rk1/1pp1ppbp/2n2np1/p2p4/6PP/2NPP3/PPPBQP2/2KR1BNR b - - 0 8,Nh5
r1bq1rk1/1pp1ppbp/2n3p1/p2p3P/7P/2NPP3/PPPBQP2/2KR1BNR b - - 0 9,gxh5
r1bq1rk1/1pp1ppbp/2n5/p2p3p/7P/2NPP2B/PPPBQP2/2KR2NR b - - 1 10,a4
r1Bq1rk1/1pp1ppbp/2n5/3p3p/p6P/2NPP3/PPPBQP2/2KR2NR b - - 0 11,Qxc8
r1q2rk1/1pp1ppbp/2n5/3p3Q/p6P/2NPP3/PPPB1P2/2KR2NR b - - 0 12,a3
r1q2rk1/1pp1ppbp/2n5/3p3Q/7P/pPNPP3/P1PB1P2/2KR2NR b - - 0 13,d4
r1q2rk1/1pp1ppbp/2n5/7Q/3P3P/pPNP4/P1PB1P2/2KR2NR b - - 0 14,Nxd4
r1q2rk1/1pp1ppbp/8/7Q/3n3P/pPNP1N2/P1PB1P2/2KR3R b - - 1 15,Nxf3
r1q2rk1/1pp1ppbp/8/8/7P/pPNP1Q2/P1PB1P2/2KR3R b - - 0 16,Bxc3
r1q2rk1/1pp1pp1p/8/8/7P/pPBP1Q2/P1P2P2/2KR3R b - - 0 17,Qe6
r4rk1/1pp1pp1p/4q3/8/7P/pPBP2Q1/P1P2P2/2KR3R b - - 2 18,Qg6
r4rk1/1pp1pp1p/6q1/8/7P/pPBP2Q1/P1P2P2/2KR2R1 b - - 4 19,Rfd8
r2r2k1/1pp1pp1p/6q1/8/5Q1P/pPBP4/P1P2P2/2KR2R1 b - - 6 20,Kf8
r2r1k2/1pp1pp1p/6R1/8/5Q1P/pPBP4/P1P2P2/2KR4 b - - 0 21,hxg6
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Nf3
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,Bc4
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,Ng5
r1bqkb1r/ppp2ppp/2n2n2/3pp1N1/2B1P3/8/PPPP1PPP/RNBQK2R w KQkq - 0 5,exd5
r1bqkb1r/ppp2ppp/5n2/n2Pp1N1/2B5/8/PPPP1PPP/RNBQK2R w KQkq - 1 6,Bb5+
r1bqkb1r/pp3ppp/2p2n2/nB1Pp1N1/8/8/PPPP1PPP/RNBQK2R w KQkq - 0 7,dxc6
r1bqkb1r/p4ppp/2p2n2/nB2p1N1/8/8/PPPP1PPP/RNBQK2R w KQkq - 0 8,Qf3
r1bqkb1r/p4ppp/5n2/np2p1N1/8/5Q2/PPPP1PPP/RNB1K2R w KQkq - 0 9,Qxa8
Q1b1kb1r/p1q2ppp/5n2/np2p1N1/8/8/PPPP1PPP/RNB1K2R w KQk - 1 10,Qf3
2b1kb1r/p1q2ppp/2n2n2/1p2p1N1/8/5Q2/PPPP1PPP/RNB1K2R w KQk - 3 11,O-O
2b1kb1r/p1q2ppp/5n2/1p2p1N1/3n4/5Q2/PPPP1PPP/RNB2RK1 w k - 5 12,Qd1
2b1kb1r/p1q2ppp/5n2/1p2p1N1/8/8/PPnP1PPP/RNBQ1RK1 w k - 0 13,Nc3
2b1kb1r/p1q2ppp/5n2/1p2p1N1/8/2N5/PP1P1PPP/n1BQ1RK1 w k - 0 14,b3
2b1kb1r/2q2ppp/p4n2/1p2p1N1/8/1PN5/P2P1PPP/n1BQ1RK1 w k - 0 15,Bb2
2b1kb1r/2q2ppp/p4n2/1p2p1N1/8/1nN5/PB1P1PPP/3Q1RK1 w k - 0 16,axb3
2b1k2r/2q1bppp/p4n2/1p2p1N1/8/1PN5/1B1P1PPP/3Q1RK1 w k - 1 17,Nge4
2b2rk1/2q1bppp/p4n2/1p2p3/4N3/1PN5/1B1P1PPP/3Q1RK1 w - - 3 18,Nxf6+
2b2rk1/2q2ppp/p4b2/1p2p3/8/1PN5/1B1P1PPP/3Q1RK1 w - - 0 19,Qc2
2b2rk1/2q2p1p/p4bp1/1p2p3/8/1PN5/1BQP1PPP/5RK1 w - - 0 20,Rc1
5rk1/2q2p1p/p4bp1/1p2pb2/8/1PN5/1BQP1PPP/2R3K1 w - - 2 21,d3
2r3k1/2q2p1p/p4bp1/1p2pb2/8/1PNP4/1BQ2PPP/2R3K1 w - - 1 22,Kf1
2r3k1/2q2p1p/p4bp1/4pb2/1p6/1PNP4/1BQ2PPP/2R2K2 w - - 0 23,Ke2
2r3k1/2q2p1p/p4bp1/4pb2/8/1PpP4/1BQ1KPPP/2R5 w - - 0 24,Qxc3
2r3k1/5p1p/p4bp1/4pb2/8/1PqP4/1B2KPPP/2R5 w - - 0 25,Rxc3
6k1/5p1p/p4bp1/4pb2/8/1PrP4/1B2KPPP/8 w - - 0 26,Bxc3
8/5pkp/p4bp1/4pb2/8/1PBP4/4KPPP/8 w - - 1 27,Ba5
8/5pkp/p4bp1/B4b2/4p3/1P1P4/4KPPP/8 w - - 0 28,h3
8/5pkp/p4bp1/B4b2/8/1P1p3P/4KPP1/8 w - - 0 29,Kd2
8/5pkp/p5p1/B4bb1/8/1P1p3P/3K1PP1/8 w - - 2 30,Kc3
8/5pkp/p5p1/B4bb1/8/1PK4P/3p1PP1/8 w - - 0 31,Kd4
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c5
rnbqkbnr/pp1ppppp/8/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR b KQkq - 0 2,d5
rnbqkbnr/pp2pppp/8/2pP4/8/2P5/PP1P1PPP/RNBQKBNR b KQkq - 0 3,Qxd5
rnb1kbnr/pp2pppp/8/2pq4/3P4/2P5/PP3PPP/RNBQKBNR b KQkq - 0 4,cxd4
rnb1kbnr/pp2pppp/8/3q4/3Q4/2P5/PP3PPP/RNB1KBNR b KQkq - 0 5,Qxd4
rnb1kbnr/pp2pppp/8/8/3P4/8/PP3PPP/RNB1KBNR b KQkq - 0 6,Nc6
r1b1kbnr/pp2pppp/2n5/8/3P4/5N2/PP3PPP/RNB1KB1R b KQkq - 2 7,Nb4
r1b1kbnr/pp2pppp/8/8/1n1P4/N4N2/PP3PPP/R1B1KB1R b KQkq - 4 8,Bg4
r3kbnr/pp2pppp/8/8/1n1P2b1/N4N2/PP1B1PPP/R3KB1R b KQkq - 6 9,Nc6
r3kbnr/pp2pppp/2n5/8/3P2b1/N4N2/PP1BBPPP/R3K2R b KQkq - 8 10,Rb8
1r2kbnr/pp2pppp/2n5/8/3P2b1/N4N2/PP1BBPPP/R4RK1 b k - 10 11,Bxf3
1r2kbnr/pp2pppp/2n5/8/3P4/N4B2/PP1B1PPP/R4RK1 b k - 0 12,Nxd4
1r2kbnr/pp2pppp/8/3B4/3n4/N7/PP1B1PPP/R4RK1 b k - 1 13,e6
1r2kbnr/pp3ppp/4p3/8/2Bn4/N7/PP1B1PPP/R4RK1 b k - 1 14,Bxa3
1r2k1nr/pp3ppp/4p3/8/2Bn4/P7/P2B1PPP/R4RK1 b k - 0 15,Nf6
1r2k2r/pp3ppp/4pn2/8/2Bn4/P1B5/P4PPP/R4RK1 b k - 2 16,Nc6
1r2k2r/pp3ppp/2n1pB2/8/2B5/P7/P4PPP/R4RK1 b k - 0 17,gxf6
1r2k2r/pp3p1p/2n1pp2/8/2B5/P7/P4PPP/3R1RK1 b k - 1 18,Ke7
1r5r/pp2kp1p/2n1pp2/1B6/8/P7/P4PPP/3R1RK1 b - - 3 19,Rbd8
3r3r/pp2kp1p/2n1pp2/1B6/8/P7/P4PPP/2R2RK1 b - - 5 20,Nd4
3r3r/ppR1kp1p/4pp2/1B6/3n4/P7/P4PPP/5RK1 b - - 7 21,Kd6
3r3r/pR3p1p/3kpp2/1B6/3n4/P7/P4PPP/5RK1 b - - 0 22,Nxb5
3r3r/p4p1p/3kpp2/1R6/8/P7/P4PPP/5RK1 b - - 0 23,Rb8
1r5r/p4p1p/3kpp2/1R6/8/P7/P4PPP/3R2K1 b - - 2 24,Ke7
1r5r/p3kp1p/4pp2/2R5/8/P7/P4PPP/3R2K1 b - - 4 25,Rhd8
1r1r4/p1R1kp1p/4pp2/8/8/P7/P4PPP/3R2K1 b - - 6 26,Ke8
1r1Rk3/p1R2p1p/4pp2/8/8/P7/P4PPP/6K1 b - - 0 27,Rxd8
3rk3/p1R2p1p/4pp2/8/8/P6P/P4PP1/6K1 b - - 0 28,Rd1+
4k3/p1R2p1p/4pp2/8/8/P6P/P4PPK/3r4 b - - 2 29,Ra1
4k3/pR3p1p/4pp2/8/8/P6P/P4PPK/r7 b - - 4 30,Rxa2
4k3/R4p1p/4pp2/8/8/P6P/r4PPK/8 b - - 0 31,Kf8
5k2/R4p1p/4pp2/8/8/P5KP/r4PP1/8 b - - 2 32,Kg7
8/R4pkp/4pp2/8/7P/P5K1/r4PP1/8 b - - 0 33,Kg6
8/R4p1p/4ppk1/8/7P/P4K2/r4PP1/8 b - - 2 34,h5
8/R4p2/4ppk1/7p/7P/P4KP1/r4P2/8 b - - 0 35,Kf5
8/R4p2/4pp2/5k1p/7P/P3K1P1/r4P2/8 b - - 2 36,e5
8/5R2/5p2/4pk1p/7P/P3K1P1/r4P2/8 b - - 0 37,Rxa3+
8/5R2/5p2/4pk1p/7P/r5P1/4KP2/8 b - - 1 38,Ke6
8/5R2/4kp2/4p2p/7P/r5P1/5P2/5K2 b - - 3 39,Kf5
8/7R/5p2/4pk1p/7P/r5P1/5P2/5K2 b - - 5 40,Kg6
8/2R5/5pk1/4p2p/7P/r5P1/5P2/5K2 b - - 7 41,Rf3
8/8/5pk1/4p2p/2R4P/5rP1/5P2/5K2 b - - 9 42,Kf5
8/8/5p2/4pk1p/2R4P/5rP1/5PK1/8 b - - 11 43,e4
8/8/5p2/5k1p/2R1p1PP/5r2/5PK1/8 b - - 0 44,hxg4
8/8/5p2/2R2k2/4p1pP/5r2/5PK1/8 b - - 1 45,Kg6
8/8/5pk1/2R4P/4p1p1/5r2/5PK1/8 b - - 0 46,Kh6
8/8/5p1k/3R3P/4p1p1/5r2/5PK1/8 b - - 2 47,Rb3
8/8/5p1k/2R4P/4p1p1/1r6/5PK1/8 b - - 4 48,Rb4
8/8/5p1k/5R1P/1r2p1p1/8/5PK1/8 b - - 6 49,Rb7
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c5
rnbqkbnr/pp1ppppp/8/2p5/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,cxd4
rnbqkbnr/pp1ppppp/8/8/3pP3/2P5/PP3PPP/RNBQKBNR b KQkq - 0 3,dxc3
rnbqkbnr/pp1ppppp/8/8/4P3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 4,Nc6
r1bqkbnr/pp1ppppp/2n5/8/4P3/2N2N2/PP3PPP/R1BQKB1R b KQkq - 2 5,g6
r1bqkbnr/pp1ppp1p/2n3p1/8/2B1P3/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 6,Bg7
r1bqk1nr/pp1pppbp/2n3p1/8/2B1P3/2N2N2/PP3PPP/R1BQ1RK1 b kq - 3 7,Nf6
r1bqk2r/pp1pppbp/2n2np1/4P3/2B5/2N2N2/PP3PPP/R1BQ1RK1 b kq - 0 8,Ng4
r1bqk2r/pp1pppbp/2n3p1/4P3/2B3n1/2N2N2/PP3PPP/R1BQR1K1 b kq - 2 9,Ncxe5
r1bqk2r/pp1pppbp/6p1/4N3/2B3n1/2N5/PP3PPP/R1BQR1K1 b kq - 0 10,Nxe5
r1bqk2r/pp1pppbp/6p1/4n3/8/1BN5/PP3PPP/R1BQR1K1 b kq - 1 11,O-O
r1bq1rk1/pp1pppbp/6p1/4n3/5B2/1BN5/PP3PPP/R2QR1K1 b - - 3 12,d6
r1bq1rk1/pp2ppbp/3p2p1/3Nn3/5B2/1B6/PP3PPP/R2QR1K1 b - - 1 13,Nc6
r1bq1rk1/pp2ppbp/2np2p1/3N4/5B2/1B6/PP3PPP/1R1QR1K1 b - - 3 14,Be6
r2q1rk1/pp2ppbp/2npb1p1/3N4/8/1B4B1/PP3PPP/1R1QR1K1 b - - 5 15,Qa5
r4rk1/pp2ppbp/2npb1p1/q2N4/8/1B4BP/PP3PP1/1R1QR1K1 b - - 0 16,Bxd5
r4rk1/pp2ppbp/2np2p1/q2B4/8/6BP/PP3PP1/1R1QR1K1 b - - 0 17,Nb4
r4rk1/pp2ppbp/3p2p1/q2B4/1n6/P5BP/1P3PP1/1R1QR1K1 b - - 0 18,Qxd5
r4rk1/pp2ppbp/3p2p1/3q4/1P6/6BP/1P3PP1/1R1QR1K1 b - - 0 19,Qb5
r4rk1/pp2Rpbp/3p2p1/1q6/1P6/6BP/1P3PP1/1R1Q2K1 b - - 0 20,Qxb4
r4rk1/pp2Rpbp/3B2p1/8/1q6/7P/1P3PP1/1R1Q2K1 b - - 0 21,Rad8
3r1rk1/pp2Rpbp/6p1/8/1B6/7P/1P3PP1/1R1Q2K1 b - - 0 22,Rxd1+
5rk1/pp2Rpbp/6p1/8/1B6/7P/1P3PP1/3R2K1 b - - 0 23,Bxb2
5rk1/pp1RRp1p/6p1/8/1B6/7P/1b3PP1/6K1 b - - 1 24,a5
5rk1/1p1RRp1p/6p1/p1B5/8/7P/1b3PP1/6K1 b - - 1 25,b6
5rk1/3RRp1p/1B4p1/p7/8/7P/1b3PP1/6K1 b - - 0 26,Rb8
1r4k1/3RRp1p/6p1/p1B5/8/7P/1b3PP1/6K1 b - - 2 27,f6
1r4k1/3R2Rp/5pp1/p1B5/8/7P/1b3PP1/6K1 b - - 1 28,Kh8
1r5k/3R3R/5pp1/p1B5/8/7P/1b3PP1/6K1 b - - 0 29,Kg8
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4
rnbqkbnr/1ppppppp/p7/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Nf3
rnbqkbnr/1pppppp1/p6p/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,Bc4
rnbqkb1r/1pppppp1/p4n1p/8/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,d4
rnbqkb1r/1ppp1pp1/p3pn1p/8/2BPP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5,e5
r1bqkb1r/1ppp1pp1/p1n1pn1p/4P3/2BP4/5N2/PPP2PPP/RNBQK2R w KQkq - 1 6,exf6
r1bqkb1r/1ppp1p2/p1n1pp1p/8/2BP4/5N2/PPP2PPP/RNBQK2R w KQkq - 0 7,O-O
r1bqkb1r/2pp1p2/ppn1pp1p/8/2BP4/5N2/PPP2PPP/RNBQ1RK1 w kq - 0 8,Nc3
r2qkb1r/1bpp1p2/ppn1pp1p/8/2BP4/2N2N2/PPP2PPP/R1BQ1RK1 w kq - 2 9,Be2
3qkb1r/rbpp1p2/ppn1pp1p/8/3P4/2N2N2/PPP1BPPP/R1BQ1RK1 w k - 4 10,Be3
q3kb1r/rbpp1p2/ppn1pp1p/8/3P4/2N1BN2/PPP1BPPP/R2Q1RK1 w k - 6 11,a4
q3kbr1/rbpp1p2/ppn1pp1p/8/P2P4/2N1BN2/1PP1BPPP/R2Q1RK1 w - - 1 12,b3
q3kbr1/rbpp1p2/pp2pp1p/8/P2n4/1PN1BN2/2P1BPPP/R2Q1RK1 w - - 0 13,Nxd4
q3kbr1/r1pp1p2/pp2pp1p/8/P2N4/1PN1B3/2P1BPbP/R2Q1RK1 w - - 0 14,Bg4
q3kbr1/r1pp1p2/pp2pp1p/8/P2N2B1/1PN1B2b/2P2P1P/R2Q1RK1 w - - 2 15,f3
q3kb2/r1pp1p2/pp2pp1p/8/P2N2r1/1PN1BP1b/2P4P/R2Q1RK1 w - - 0 16,fxg4
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Nf3
rnbqkbnr/pp2pppp/2p5/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,exd5
rnbqkbnr/pp2pppp/8/3p4/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 4,d3
r1bqkbnr/pp2pppp/2n5/3p4/8/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 1 5,c3
r2qkbnr/pp2pppp/2n5/3p4/6b1/2PP1N2/PP3PPP/RNBQKB1R w KQkq - 1 6,h3
r2qkbnr/pp2pppp/2n5/3p3b/8/2PP1N1P/PP3PP1/RNBQKB1R w KQkq - 1 7,g4
r2qkbnr/pp2pppp/2n3b1/3p4/6P1/2PP1N1P/PP3P2/RNBQKB1R w KQkq - 1 8,Be2
r2qkbnr/pp3ppp/2n1p1b1/3p4/6P1/2PP1N1P/PP2BP2/RNBQK2R w KQkq - 0 9,Bg5
r2qk1nr/pp3ppp/2nbp1b1/3p2B1/6P1/2PP1N1P/PP2BP2/RN1QK2R w KQkq - 2 10,Bxd8
3rk1nr/pp3ppp/2nbp1b1/3p4/6P1/2PP1N1P/PP2BP2/RN1QK2R w KQk - 0 11,Nbd2
3rk2r/pp2nppp/2nbp1b1/3p4/6P1/2PP1N1P/PP1NBP2/R2QK2R w KQk - 2 12,Nb3
3rk2r/1p2nppp/p1nbp1b1/3p4/6P1/1NPP1N1P/PP2BP2/R2QK2R w KQk - 0 13,Nfd4
3rk2r/4nppp/p1nbp1b1/1p1p4/3N2P1/1NPP3P/PP2BP2/R2QK2R w KQk - 0 14,Nxc6
3rk2r/5ppp/p1nbp1b1/1p1p4/6P1/1NPP3P/PP2BP2/R2QK2R w KQk - 0 15,Nd4
3rk2r/5ppp/p2bp1b1/1p1p4/3n2P1/2PP3P/PP2BP2/R2QK2R w KQk - 0 16,cxd4
3rk2r/5ppp/p3p1b1/1p1p4/1b1P2P1/3P3P/PP2BP2/R2QK2R w KQk - 1 17,Kf1
2r1k2r/5ppp/p3p1b1/1p1p4/1b1P2P1/3P3P/PP2BP2/R2Q1K1R w k - 3 18,Rc1
3rk2r/5ppp/p3p1b1/1p1p4/1b1P2P1/3P3P/PP2BP2/2RQ1K1R w k - 5 19,a3
3rk2r/5ppp/p3p1b1/bp1p4/3P2P1/P2P3P/1P2BP2/2RQ1K1R w k - 1 20,b4
3rk2r/5ppp/pb2p1b1/1p1p4/1P1P2P1/P2P3P/4BP2/2RQ1K1R w k - 1 21,Rc6
3rk2r/5ppp/p1R1p1b1/1p1p4/1P1b2P1/P2P3P/4BP2/3Q1K1R w k - 0 22,Rxa6
3r1rk1/5ppp/R3p1b1/1p1p4/1P1b2P1/P2P3P/4BP2/3Q1K1R w - - 1 23,h4
3r1rk1/5pp1/R3p1b1/1p1p3p/1P1b2PP/P2P4/4BP2/3Q1K1R w - - 0 24,gxh5
3r1rk1/5pp1/R3p3/1p1p1b1P/1P1b3P/P2P4/4BP2/3Q1K1R w - - 1 25,Rg1
2r2rk1/5pp1/R3p3/1p1p1b1P/1P1b3P/P2P4/4BP2/3Q1KR1 w - - 3 26,Bg4
2r2rk1/5pp1/R3p3/1p1p3P/1P1bb1BP/P2P4/5P2/3Q1KR1 w - - 5 27,dxe4
5rk1/5pp1/R3p3/1p1p3P/1PrbP1BP/P7/5P2/3Q1KR1 w - - 1 28,exd5
5rk1/5pp1/R7/1p1p3P/1Prb2BP/P7/5P2/3Q1KR1 w - - 0 29,Qf3
5rk1/5pp1/R7/1p1p3P/1P1b2BP/P4Q2/5P2/2r2KR1 w - - 2 30,Kg2
4r1k1/5pp1/R7/1p1p3P/1P1b2BP/P4Q2/5PK1/2r3R1 w - - 4 31,Ra7
6k1/R4pp1/8/1p1p3P/1P1b2BP/P4Q2/5PK1/2r1r1R1 w - - 6 32,Qxf7+
7k/R4Qp1/8/1p1p3P/1P1b2BP/P7/5PK1/2r1r1R1 w - - 1 33,Rxe1
7k/R4Qp1/8/1p1p3P/1P1b2BP/P7/5PK1/4r3 w - - 0 34,Kf3
7k/R4Qp1/8/1p1p3P/1P1b2BP/P4K2/5P2/2r5 w - - 2 35,Be6
7k/R4Qp1/4B3/1p1p3P/1P1b3P/P1r2K2/5P2/8 w - - 4 36,Kf4
2r4k/R4Qp1/4B3/1p1p3P/1P1b1K1P/P7/5P2/8 w - - 6 37,h6
2r4k/R4Q2/4B2P/1p1p2p1/1P1b1K1P/P7/5P2/8 w - - 0 38,Kxg5
6rk/R4Q2/4B2P/1p1p2K1/1P1b3P/P7/5P2/8 w - - 1 39,Qxg8#
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c5
rnbqkbnr/pp1ppppp/8/2p5/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2,Nc6
r1bqkbnr/pp1ppppp/2n5/2p5/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 2 3,g6
